dataset,cascade_id,label,y_false,final_size,final_depth,reach_target,window_type,window_value,not_reached_k,early_n_nodes,early_depth,avg_root_distance,early_width,branching_factor,internal_node_share,leaf_fraction,outdegree_entropy,structural_virality_proxy
twitter15,499368931367608320,unverified,0,127,2,4.852030263919617,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,499368931367608320,unverified,0,127,2,4.852030263919617,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,499456140044824576,unverified,0,163,4,5.099866427824199,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,499456140044824576,unverified,0,163,4,5.099866427824199,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,499456140044824576,unverified,0,163,4,5.099866427824199,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,499530130487017472,unverified,0,400,7,5.993961427306569,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,499530130487017472,unverified,0,400,7,5.993961427306569,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,499530130487017472,unverified,0,400,7,5.993961427306569,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,499612545909415938,unverified,0,119,3,4.787491742782046,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,499612545909415938,unverified,0,119,3,4.787491742782046,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,499612545909415938,unverified,0,119,3,4.787491742782046,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,499679379820412928,true,0,2281,7,7.732807530422021,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,499679379820412928,true,0,2281,7,7.732807530422021,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,499679379820412928,true,0,2281,7,7.732807530422021,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,499683602452717569,true,0,873,8,6.773080375655535,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,499683602452717569,true,0,873,8,6.773080375655535,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,499683602452717569,true,0,873,8,6.773080375655535,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500258409988763649,unverified,0,98,2,4.59511985013459,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500258409988763649,unverified,0,98,2,4.59511985013459,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500258409988763649,unverified,0,98,2,4.59511985013459,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500270780832174080,unverified,0,129,3,4.867534450455582,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500270780832174080,unverified,0,129,3,4.867534450455582,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500270780832174080,unverified,0,129,3,4.867534450455582,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500278045597368320,unverified,0,190,3,5.25227342804663,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500278045597368320,unverified,0,190,3,5.25227342804663,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500278045597368320,unverified,0,190,3,5.25227342804663,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500278294055768064,true,0,100,3,4.61512051684126,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500278294055768064,true,0,100,3,4.61512051684126,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500278294055768064,true,0,100,3,4.61512051684126,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500279160795721728,unverified,0,247,5,5.5134287461649825,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500279160795721728,unverified,0,247,5,5.5134287461649825,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500279160795721728,unverified,0,247,5,5.5134287461649825,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500279189405433858,unverified,0,121,2,4.804021044733257,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500279189405433858,unverified,0,121,2,4.804021044733257,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500279189405433858,unverified,0,121,2,4.804021044733257,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500280422295937024,unverified,0,109,3,4.700480365792417,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500280422295937024,unverified,0,109,3,4.700480365792417,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500280422295937024,unverified,0,109,3,4.700480365792417,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500280838710247424,unverified,0,166,4,5.117993812416755,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500280838710247424,unverified,0,166,4,5.117993812416755,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500280838710247424,unverified,0,166,4,5.117993812416755,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500281094239817728,unverified,0,101,4,4.624972813284271,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500281094239817728,unverified,0,101,4,4.624972813284271,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500281094239817728,unverified,0,101,4,4.624972813284271,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500281131057811456,unverified,0,102,3,4.634728988229636,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500281131057811456,unverified,0,102,3,4.634728988229636,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500281131057811456,unverified,0,102,3,4.634728988229636,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500284699546517505,unverified,0,123,3,4.820281565605037,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500284699546517505,unverified,0,123,3,4.820281565605037,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500284699546517505,unverified,0,123,3,4.820281565605037,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500286058664579072,unverified,0,217,3,5.384495062789089,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500286058664579072,unverified,0,217,3,5.384495062789089,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500286058664579072,unverified,0,217,3,5.384495062789089,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500288349924782080,unverified,0,303,5,5.717027701406222,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500288349924782080,unverified,0,303,5,5.717027701406222,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500288349924782080,unverified,0,303,5,5.717027701406222,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500290456845299714,unverified,0,470,6,6.154858094016418,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500290456845299714,unverified,0,470,6,6.154858094016418,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500290456845299714,unverified,0,470,6,6.154858094016418,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500294803402137600,unverified,0,243,3,5.497168225293202,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500294803402137600,unverified,0,243,3,5.497168225293202,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500294803402137600,unverified,0,243,3,5.497168225293202,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500295393301647360,unverified,0,147,5,4.997212273764115,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500295393301647360,unverified,0,147,5,4.997212273764115,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500295393301647360,unverified,0,147,5,4.997212273764115,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500298752469770240,unverified,0,724,7,6.586171654854675,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500298752469770240,unverified,0,724,7,6.586171654854675,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500298752469770240,unverified,0,724,7,6.586171654854675,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500303431928922113,unverified,0,121,4,4.804021044733257,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500303431928922113,unverified,0,121,4,4.804021044733257,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500303431928922113,unverified,0,121,4,4.804021044733257,k,50,False,50,1,0.98,49,25.0,0.04,0.96,0.28229218908241477,1.9591836734693877
twitter15,500307001629745152,unverified,0,218,9,5.389071729816501,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500307001629745152,unverified,0,218,9,5.389071729816501,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500307001629745152,unverified,0,218,9,5.389071729816501,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500308076004929537,unverified,0,121,3,4.804021044733257,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500308076004929537,unverified,0,121,3,4.804021044733257,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500308076004929537,unverified,0,121,3,4.804021044733257,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500319675797209088,unverified,0,127,7,4.852030263919617,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500319675797209088,unverified,0,127,7,4.852030263919617,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500319675797209088,unverified,0,127,7,4.852030263919617,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500319801344929795,unverified,0,258,5,5.556828061699537,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500319801344929795,unverified,0,258,5,5.556828061699537,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500319801344929795,unverified,0,258,5,5.556828061699537,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500327106824245249,unverified,0,112,4,4.727387818712341,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500327106824245249,unverified,0,112,4,4.727387818712341,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500327106824245249,unverified,0,112,4,4.727387818712341,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500327120770301952,unverified,0,235,4,5.4638318050256105,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500327120770301952,unverified,0,235,4,5.4638318050256105,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500327120770301952,unverified,0,235,4,5.4638318050256105,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500332933098385408,unverified,0,209,6,5.3471075307174685,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500332933098385408,unverified,0,209,6,5.3471075307174685,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500332933098385408,unverified,0,209,6,5.3471075307174685,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500341884678836224,unverified,0,152,2,5.030437921392435,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500341884678836224,unverified,0,152,2,5.030437921392435,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500341884678836224,unverified,0,152,2,5.030437921392435,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500347114975944705,unverified,0,422,4,6.0473721790462776,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500347114975944705,unverified,0,422,4,6.0473721790462776,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500347114975944705,unverified,0,422,4,6.0473721790462776,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500354773133299713,unverified,0,221,3,5.402677381872279,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500354773133299713,unverified,0,221,3,5.402677381872279,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500354773133299713,unverified,0,221,3,5.402677381872279,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500363126294863876,unverified,0,189,4,5.247024072160486,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500363126294863876,unverified,0,189,4,5.247024072160486,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500363126294863876,unverified,0,189,4,5.247024072160486,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500363740311982081,unverified,0,223,4,5.4116460518550396,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500363740311982081,unverified,0,223,4,5.4116460518550396,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500363740311982081,unverified,0,223,4,5.4116460518550396,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500371149713178625,unverified,0,180,4,5.198497031265826,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500371149713178625,unverified,0,180,4,5.198497031265826,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500371149713178625,unverified,0,180,4,5.198497031265826,k,50,False,50,1,0.98,49,25.0,0.04,0.96,0.28229218908241477,1.9591836734693877
twitter15,500377145349521411,unverified,0,179,3,5.19295685089021,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500377145349521411,unverified,0,179,3,5.19295685089021,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500377145349521411,unverified,0,179,3,5.19295685089021,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500377906305327104,unverified,0,187,4,5.236441962829949,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500377906305327104,unverified,0,187,4,5.236441962829949,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500377906305327104,unverified,0,187,4,5.236441962829949,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500378522788315137,unverified,0,107,4,4.68213122712422,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500378522788315137,unverified,0,107,4,4.68213122712422,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500378522788315137,unverified,0,107,4,4.68213122712422,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500381163866062848,unverified,0,127,3,4.852030263919617,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500381163866062848,unverified,0,127,3,4.852030263919617,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500381163866062848,unverified,0,127,3,4.852030263919617,k,50,False,50,1,0.98,49,25.0,0.04,0.96,0.28229218908241477,1.9591836734693877
twitter15,500389488217309184,unverified,0,160,4,5.081404364984463,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500389488217309184,unverified,0,160,4,5.081404364984463,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500389488217309184,unverified,0,160,4,5.081404364984463,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500391222075076610,unverified,0,118,10,4.77912349311153,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500391222075076610,unverified,0,118,10,4.77912349311153,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500391222075076610,unverified,0,118,10,4.77912349311153,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500394061887709184,unverified,0,133,3,4.897839799950911,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500394061887709184,unverified,0,133,3,4.897839799950911,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500394061887709184,unverified,0,133,3,4.897839799950911,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,500413818368184321,unverified,0,123,3,4.820281565605037,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,500413818368184321,unverified,0,123,3,4.820281565605037,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,500413818368184321,unverified,0,123,3,4.820281565605037,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,501474962935648256,false,1,716,3,6.57507584059962,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,501474962935648256,false,1,716,3,6.57507584059962,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,501474962935648256,false,1,716,3,6.57507584059962,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,501760566160289794,false,1,1281,6,7.156176637480615,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,501760566160289794,false,1,1281,6,7.156176637480615,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,501760566160289794,false,1,1281,6,7.156176637480615,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,501768276523761666,false,1,1153,6,7.050989447068045,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,501768276523761666,false,1,1153,6,7.050989447068045,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,501768276523761666,false,1,1153,6,7.050989447068045,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,501774251901198336,false,1,159,5,5.075173815233827,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,501774251901198336,false,1,159,5,5.075173815233827,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,501774251901198336,false,1,159,5,5.075173815233827,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,501774615837163521,false,1,351,4,5.863631175598097,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,501774615837163521,false,1,351,4,5.863631175598097,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,501774615837163521,false,1,351,4,5.863631175598097,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,501781217411215360,false,1,162,5,5.093750200806762,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,501781217411215360,false,1,162,5,5.093750200806762,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,501781217411215360,false,1,162,5,5.093750200806762,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,501785003144273921,false,1,362,4,5.8944028342648505,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,501785003144273921,false,1,362,4,5.8944028342648505,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,501785003144273921,false,1,362,4,5.8944028342648505,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,501827465032237056,true,0,1202,7,7.0925737159746784,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,501827465032237056,true,0,1202,7,7.0925737159746784,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,501827465032237056,true,0,1202,7,7.0925737159746784,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,501881262240694272,true,0,470,4,6.154858094016418,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,501881262240694272,true,0,470,4,6.154858094016418,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,501881262240694272,true,0,470,4,6.154858094016418,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,501934077612941312,unverified,0,348,3,5.855071922202427,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,501934077612941312,unverified,0,348,3,5.855071922202427,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,501934077612941312,unverified,0,348,3,5.855071922202427,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,503498696273965056,unverified,0,134,2,4.90527477843843,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,503498696273965056,unverified,0,134,2,4.90527477843843,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,503498696273965056,unverified,0,134,2,4.90527477843843,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,503609826128044032,unverified,0,163,4,5.099866427824199,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,503609826128044032,unverified,0,163,4,5.099866427824199,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,503609826128044032,unverified,0,163,4,5.099866427824199,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,503610065769598976,unverified,0,146,3,4.990432586778736,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,503610065769598976,unverified,0,146,3,4.990432586778736,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,503610065769598976,unverified,0,146,3,4.990432586778736,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,503714147138166784,unverified,0,363,6,5.8971538676367405,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,503714147138166784,unverified,0,363,6,5.8971538676367405,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,503714147138166784,unverified,0,363,6,5.8971538676367405,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,504106473467944960,true,0,138,7,4.9344739331306915,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,504106473467944960,true,0,138,7,4.9344739331306915,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,504106473467944960,true,0,138,7,4.9344739331306915,k,50,False,50,2,1.06,45,12.25,0.08,0.92,0.5221791902022728,2.1118367346938776
twitter15,504109775358287872,true,0,152,2,5.030437921392435,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,504109775358287872,true,0,152,2,5.030437921392435,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,504109775358287872,true,0,152,2,5.030437921392435,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,504131150429061121,true,0,202,3,5.313205979041787,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,504131150429061121,true,0,202,3,5.313205979041787,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,504131150429061121,true,0,202,3,5.313205979041787,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,504131654810877952,true,0,627,3,6.4425401664681985,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,504131654810877952,true,0,627,3,6.4425401664681985,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,504131654810877952,true,0,627,3,6.4425401664681985,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,504243239084236800,true,0,166,3,5.117993812416755,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,504243239084236800,true,0,166,3,5.117993812416755,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,504243239084236800,true,0,166,3,5.117993812416755,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,504244627680272384,true,0,590,4,6.3818160174060985,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,504244627680272384,true,0,590,4,6.3818160174060985,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
twitter15,504244627680272384,true,0,590,4,6.3818160174060985,k,50,False,50,1,0.98,49,49.0,0.02,0.98,0.14144054254182067,1.96
twitter15,504267796424163328,true,0,115,2,4.7535901911063645,k,10,False,10,1,0.9,9,9.0,0.1,0.9,0.4689955935892812,1.8
twitter15,504267796424163328,true,0,115,2,4.7535901911063645,k,20,False,20,1,0.95,19,19.0,0.05,0.95,0.28639695711595625,1.9
